code,pubDate,statDate,YOYEquity,YOYAsset,YOYNI,YOYEPSBasic,YOYPNI
sh.600028,2020-10-29,2020-09-30,0.004527,-0.014755,-0.430560,-0.456583,-0.456875
sh.600029,2020-10-31,2020-09-30,0.103743,0.048087,-2.871250,-2.666667,-2.830064
sh.600030,2020-10-30,2020-09-30,0.122836,0.431479,0.208177,0.137931,0.203246
sh.600031,2020-10-30,2020-09-30,0.260568,0.360020,0.340966,0.305268,0.346858
sh.600033,2020-10-31,2020-09-30,0.011173,-0.093830,-0.613529,-0.626033,-0.626129
sh.600035,2020-10-30,2020-09-30,-0.019606,0.581276,-0.450581,-0.466667,-0.484252
sh.600036,2020-10-31,2020-09-30,0.179203,0.116450,-0.008886,-0.009836,-0.008234
sh.600037,2020-10-30,2020-09-30,-0.048935,-0.020580,-0.679790,-0.679918,-0.679790
sh.600038,2020-10-30,2020-09-30,0.065838,0.068746,0.210450,0.212090,0.212080
sh.600039,2020-10-30,2020-09-30,0.179413,0.155589,1.038042,0.990562,1.042457
sh.600048,2020-10-30,2020-09-30,0.288793,0.177092,0.044044,0.027778,0.028846
sh.600050,2020-10-22,2020-09-30,0.028583,0.003225,0.112199,0.107914,0.108361
sh.600051,2020-10-27,2020-09-30,0.231964,-0.086353,15.233962,5.272727,5.280402
sh.600052,2020-10-27,2020-09-30,-0.040553,-0.010149,-0.990639,-0.992754,-0.990639
sh.600053,2020-10-29,2020-09-30,0.330238,-0.208536,-0.428149,-0.423166,-0.423249
sh.600054,2020-10-30,2020-09-30,-0.002185,-0.035669,-1.133690,-1.143387,-1.142668
sh.600055,2020-10-30,2020-09-30,0.106269,0.146132,0.616231,0.621302,0.625085
sh.600056,2020-10-30,2020-09-30,0.109559,0.247517,0.189126,0.278072,0.278018
sh.600057,2020-10-28,2020-09-30,0.073666,0.322720,0.155718,0.181818,0.128111
sh.600058,2020-10-30,2020-09-30,0.023911,0.049249,0.814960,1.600969,0.756700
sh.600059,2020-10-24,2020-09-30,0.020320,0.019425,-0.299834,-0.266667,-0.284908
sh.600060,2020-10-29,2020-09-30,0.049587,0.111945,1.311280,1.178218,1.174182
sh.600061,2020-10-30,2020-09-30,0.161525,0.274505,0.415321,0.448276,0.446455
sh.600062,2020-10-30,2020-09-30,0.081608,0.070740,-0.052117,-0.049290,-0.049274
sh.600063,2020-10-28,2020-09-30,0.119230,0.120635,0.207670,0.211538,0.208001
sh.600064,2020-10-30,2020-09-30,0.137905,0.021460,0.283821,0.237131,0.237460
sh.600066,2020-10-28,2020-09-30,-0.060686,-0.088496,-0.876038,-0.883333,-0.882084
sh.600067,2020-10-20,2020-09-30,0.091817,0.033660,0.407260,0.647059,0.562263
sh.600068,2020-10-31,2020-09-30,0.203114,0.084099,-0.191057,-0.310345,-0.213923
sh.600069,2020-11-18,2020-09-30,-0.343124,-0.208171,0.042690,0.053097,0.053311
sh.600070,2020-10-29,2020-09-30,0.154807,-0.022626,-0.113452,-0.028169,-0.029643
sh.600071,2020-10-30,2020-09-30,-0.366033,0.303115,0.923075,1.318681,1.346852
sh.600072,2020-10-21,2020-09-30,-0.007419,0.204404,-0.849875,-0.759036,-0.760555
sh.600073,2020-10-28,2020-09-30,0.081061,0.157034,0.448612,0.157746,0.158087
sh.600075,2020-10-16,2020-09-30,0.340952,0.629288,0.024393,0.000000,0.008952
sh.600076,2020-10-31,2020-09-30,-0.032278,0.102767,-1.510234,-1.500000,-1.503307
sh.600077,2020-10-31,2020-09-30,0.141527,0.140807,2.857553,3.600000,3.415405
sh.600078,2020-10-31,2020-09-30,0.000985,0.028264,-0.598809,-0.888889,-0.903203
sh.600079,2020-10-26,2020-09-30,-0.028050,-0.033600,-0.042307,-0.117647,-0.178269
sh.600080,2020-10-30,2020-09-30,-0.032369,-0.034219,-0.163655,-0.136237,-0.136315
sh.600081,2020-10-30,2020-09-30,0.067584,0.067970,-0.224076,-0.109426,-0.109317
sh.600082,2020-10-30,2020-09-30,-0.023858,-0.032517,-3.271091,-3.272727,-3.271091
sh.600083,2020-10-28,2020-09-30,-2.045600,-0.562403,-2.430075,-2.430400,-2.430070
sh.600084,2020-10-24,2020-09-30,-0.009936,-0.012708,-21.937291,-28.500000,-27.478033
sh.600085,2020-10-31,2020-09-30,-0.023177,0.033720,-0.186671,-0.159677,-0.158912
sh.600086,2020-10-30,2020-09-30,-1.195113,-0.078994,-0.040050,-0.040188,-0.040079
sh.600088,2020-10-30,2020-09-30,-0.078241,-0.083828,-2.124493,-2.068063,-2.070369
sh.600089,2020-10-31,2020-09-30,0.044147,0.151909,-0.053041,-0.067261,-0.067118
sh.600090,2020-10-30,2020-09-30,-0.041974,-0.085621,-0.950695,-0.964286,-0.961722
sh.600091,2020-10-30,2020-09-30,0.005712,-0.007331,-1.093438,-1.090000,-1.093438
sh.600093,2020-10-30,2020-09-30,0.046288,-0.054656,-0.685202,-0.670520,-0.670331
sh.600094,2020-10-31,2020-09-30,0.028047,-0.070203,-0.425219,-0.293676,-0.293743
sh.600095,2020-10-31,2020-09-30,11.557528,28.133900,0.027796,0.052133,0.052077
sh.600096,2020-10-28,2020-09-30,-0.059425,-0.153760,0.090624,-0.214437,-0.212589
sh.600097,2020-10-30,2020-09-30,0.080284,-0.004189,-0.151386,-0.095238,-0.089600
sh.600098,2020-10-30,2020-09-30,0.051806,0.032441,0.260590,0.241689,0.215717
sh.600099,2020-10-31,2020-09-30,0.006464,0.004809,0.913829,0.914286,0.913829
sh.600100,2020-10-30,2020-09-30,-0.053892,-0.015422,-1.250990,-1.250737,-1.250802
sh.600101,2020-10-29,2020-09-30,0.047412,0.040413,-0.138038,-0.159407,-0.159491
sh.600103,2020-10-29,2020-09-30,0.001827,0.017024,-0.962952,-1.058943,-1.058513
sh.600104,2020-10-31,2020-09-30,0.039394,0.053240,-0.232433,-0.198876,-0.199340
sh.600105,2020-10-29,2020-09-30,0.000940,0.009761,-4.477959,-9.357143,-9.935135
sh.600106,2020-10-30,2020-09-30,0.022136,-0.031144,-0.126836,-0.117647,-0.126836
sh.600107,2020-10-31,2020-09-30,-0.078037,-0.060056,-2.133449,-2.026087,-2.026291
sh.600108,2020-10-28,2020-09-30,0.009330,-0.003839,-0.780646,-0.695167,-0.696768
sh.600109,2020-10-30,2020-09-30,0.087084,0.304509,0.796962,0.786207,0.784103
sh.600110,2020-10-28,2020-09-30,-0.092872,-0.065245,-1.106487,-1.255396,-1.255048
sh.600111,2020-10-27,2020-09-30,0.055902,0.078110,0.140812,0.107171,0.101287
sh.600112,2020-10-30,2020-09-30,-0.791100,-0.326762,-0.305410,-0.305556,-0.305461
sh.600113,2020-10-31,2020-09-30,0.062092,0.071916,-0.142110,-0.193548,-0.129635
sh.600114,2020-10-24,2020-09-30,0.065690,0.500143,-0.373929,-0.384615,-0.412451
sh.600115,2020-10-31,2020-09-30,-0.164818,0.007873,-3.024890,-2.931034,-3.084955
sh.600116,2020-10-23,2020-09-30,2.416187,2.749038,1.423997,0.647059,1.263058
sh.600117,2020-10-27,2020-09-30,0.158590,0.017598,0.296052,-0.875000,-0.889964
sh.600118,2020-10-28,2020-09-30,0.036298,-0.026378,-0.041668,-0.090909,-0.098688
sh.600119,2020-10-30,2020-09-30,0.975420,-0.328662,0.184465,0.388889,0.397190
sh.600120,2020-10-31,2020-09-30,0.254156,0.272571,-0.078520,0.035714,0.039210
sh.600121,2020-10-31,2020-09-30,-0.286981,0.064536,-5.843206,-6.093418,-6.099028
sh.600122,2020-10-31,2020-09-30,-0.621344,-0.231510,0.299605,0.357143,0.347818
sh.600123,2020-10-30,2020-09-30,-0.011958,0.065190,-0.772046,-0.668931,-0.669027
sh.600125,2020-10-30,2020-09-30,0.050232,0.062834,-0.031869,-0.036913,-0.037127
sh.600126,2020-10-24,2020-09-30,0.017323,0.123040,-0.081860,-0.083333,-0.076587
sh.600127,2020-10-31,2020-09-30,-0.005125,0.110023,-0.268488,-0.307198,-0.307666
sh.600128,2020-10-31,2020-09-30,0.111650,0.154424,4.921475,4.726496,4.732348
sh.600129,2020-10-23,2020-09-30,-0.052242,0.032232,-0.897214,-0.863636,-0.868738
sh.600130,2020-10-31,2020-09-30,0.053970,0.157600,1.527941,1.000000,1.435381
sh.600131,2020-10-30,2020-09-30,2.295347,3.416399,-0.156772,-0.137931,-0.092829
sh.600132,2020-10-24,2020-09-30,-0.111563,0.100267,-0.152768,-0.227642,-0.223885
sh.600133,2020-10-31,2020-09-30,0.096169,-0.055542,0.866555,0.870715,0.828435
sh.600135,2020-10-30,2020-09-30,0.257753,0.151645,-0.537530,-0.588198,-0.548310
sh.600136,2020-10-30,2020-09-30,-0.257018,-0.125515,-3.857241,-2.656716,-2.990921
sh.600137,2020-10-31,2020-09-30,0.006694,-0.034606,-0.152674,-0.149425,-0.152674
sh.600138,2020-10-31,2020-09-30,-0.020328,-0.003257,-1.209917,-1.234755,-1.234717
sh.600139,2020-10-31,2020-09-30,-0.139640,-0.055034,0.987105,0.561969,0.561410
sh.600141,2020-10-16,2020-09-30,0.052570,0.028216,0.002702,0.011792,0.203161
sh.600143,2020-10-15,2020-09-30,0.374572,0.064157,3.046697,3.126224,3.017566
sh.600145,2020-10-31,2020-09-30,-0.016516,-0.042422,1.056911,1.025000,1.033184
sh.600146,2020-10-27,2020-09-30,-0.174657,-0.070310,0.673011,0.687500,0.686353
sh.600148,2020-10-27,2020-09-30,0.071123,0.298703,0.775530,1.500000,1.500036
sh.600149,2020-10-31,2020-09-30,0.048884,-0.039045,3.615956,1.701754,1.701033
sh.600150,2020-10-31,2020-09-30,2.057276,2.059129,-1.173177,-0.903756,-0.866343
sh.600151,2020-10-31,2020-09-30,-0.123499,-0.087148,0.052309,0.224490,0.224348
sh.600152,2020-10-30,2020-09-30,0.018223,0.011861,1.855542,1.918033,1.903738
sh.600153,2020-10-31,2020-09-30,0.157998,0.308121,0.557408,0.546875,0.541803
sh.600155,2020-10-30,2020-09-30,-0.007217,0.168912,0.381993,0.368421,0.405737
sh.600156,2020-10-30,2020-09-30,0.001411,0.122697,1.813799,2.202435,2.201328
sh.600157,2020-10-30,2020-09-30,-0.012533,0.013775,0.281337,0.523810,0.513924
sh.600158,2020-10-31,2020-09-30,0.132871,0.268334,1.438858,1.406504,1.405935
sh.600159,2020-10-31,2020-09-30,0.038805,-0.009666,3.797425,2.266667,2.268530
sh.600160,2020-10-30,2020-09-30,-0.039283,0.013008,-0.955849,-0.956923,-0.956852
sh.600161,2020-10-29,2020-09-30,0.153155,0.228324,0.070128,0.081081,0.064185
sh.600162,2020-10-31,2020-09-30,-0.005851,0.106782,-1.210186,-1.030127,-1.030286
sh.600163,2020-10-30,2020-09-30,0.719787,1.349942,1.286084,1.116071,1.114092
sh.600165,2020-10-28,2020-09-30,-0.024903,0.442691,0.718224,0.717391,0.724230
sh.600166,2020-10-31,2020-09-30,0.022875,-0.011243,0.213145,0.102564,0.094048
sh.600167,2020-10-30,2020-09-30,0.223792,0.145153,0.280359,0.263210,0.263132
sh.600168,2020-10-31,2020-09-30,0.039900,0.088925,0.131887,0.111111,0.129023
sh.600169,2020-10-28,2020-09-30,-0.281715,0.038840,-19.652646,-17.555556,-17.558548
sh.600170,2020-10-31,2020-09-30,0.112423,0.153018,-0.218926,-0.178571,-0.175662
sh.600171,2020-10-31,2020-09-30,-0.019961,0.029395,-0.214187,-0.239044,-0.238113
sh.600172,2020-10-30,2020-09-30,-0.092296,0.046236,-2.883166,-2.990050,-2.976810
sh.600173,2020-10-29,2020-09-30,0.110590,0.076922,-0.372872,-0.364387,-0.373206
sh.600175,2020-10-30,2020-09-30,-0.281459,-0.198865,-5.964247,-8.000000,-8.293806
sh.600176,2020-10-27,2020-09-30,0.086171,0.082210,-0.187110,-0.173677,-0.173763
sh.600177,2020-10-31,2020-09-30,0.030250,-0.046888,0.807564,0.935484,0.814847
sh.600178,2020-10-27,2020-09-30,0.042094,0.231279,8.307654,8.055556,8.307654
sh.600179,2020-10-31,2020-09-30,-1.619997,-0.297953,0.413841,0.412698,0.414306
sh.600180,2020-10-31,2020-09-30,0.006033,0.243171,-0.582033,-0.582211,-0.582228
sh.600182,2020-10-30,2020-09-30,0.034424,0.048504,-0.352201,-0.357111,-0.356972
sh.600183,2020-10-24,2020-09-30,0.140860,0.245347,0.252796,0.187500,0.249948
sh.600184,2020-10-29,2020-09-30,0.017594,0.088698,-0.099865,-0.111111,-0.099865
sh.600185,2020-10-31,2020-09-30,0.063620,0.148167,0.186733,0.391304,0.190169
sh.600186,2020-10-31,2020-09-30,2.769974,-0.068870,-0.261759,-0.569318,-0.440255
sh.600187,2020-10-28,2020-09-30,0.007723,-0.007778,0.486486,0.408805,0.373343
sh.600188,2020-10-24,2020-09-30,-0.076242,0.108048,-0.173256,-0.181319,-0.185176
sh.600189,2020-10-28,2020-09-30,-0.511595,-0.316518,-0.026495,0.100000,0.020844
sh.600190,2020-10-30,2020-09-30,0.020042,0.062776,0.020976,0.039084,0.039427
sh.600191,2020-10-31,2020-09-30,-0.029071,-0.095024,-0.480266,-0.480690,-0.480266
sh.600192,2020-10-30,2020-09-30,0.003453,0.116714,0.076321,0.013514,0.014144
sh.600193,2020-10-30,2020-09-30,0.041515,0.386699,-0.114600,0.095238,0.104938
sh.600195,2020-10-31,2020-09-30,0.100462,0.105242,0.713276,0.784678,0.788202
sh.600196,2020-10-30,2020-09-30,0.079976,0.025184,0.119845,0.197531,0.201229
sh.600197,2020-10-28,2020-09-30,0.054384,0.033996,-0.338484,-0.321423,-0.330474
sh.600198,2020-10-30,2020-09-30,0.450973,-0.139511,0.452609,0.540911,0.540820
sh.600199,2020-10-31,2020-09-30,-0.071143,-0.019917,-0.465274,-0.365269,-0.466471
sh.600200,2020-10-31,2020-09-30,-0.033542,0.067537,-1.852604,-1.844156,-1.831066
sh.600201,2020-10-23,2020-09-30,0.015506,0.093234,0.211566,0.181818,0.190339
sh.600202,2020-10-27,2020-09-30,0.045041,0.139754,-0.205220,-0.212322,-0.212253
sh.600203,2020-10-31,2020-09-30,-0.021933,0.035033,-2.005219,-2.784932,-2.780158
sh.600206,2020-10-20,2020-09-30,0.063785,0.237208,0.927647,0.988764,0.988756
sh.600207,2020-10-30,2020-09-30,0.034497,0.166753,1.053116,1.271566,1.269572
sh.600208,2020-10-31,2020-09-30,0.051268,0.079270,0.191126,0.107639,0.112725
sh.600209,2020-10-29,2020-09-30,-0.152670,-0.240207,0.380727,0.166667,0.176491
sh.600210,2020-10-31,2020-09-30,0.078825,-0.007298,0.086439,0.082090,0.084441
sh.600211,2020-10-28,2020-09-30,0.064297,0.094448,0.347492,0.111111,0.357229
sh.600212,2020-10-31,2020-09-30,-0.322917,-0.283470,1.033663,1.033773,1.033663
sh.600213,2020-10-31,2020-09-30,-0.568875,-0.110473,-7.688485,-7.666667,-7.719545
sh.600215,2020-10-30,2020-09-30,-0.030029,-0.039466,0.268722,0.268377,0.268722
sh.600216,2020-10-23,2020-09-30,-0.038544,0.018412,0.716405,0.710526,0.723025
sh.600217,2020-10-28,2020-09-30,0.226627,0.191395,0.001150,0.013403,0.013363
sh.600218,2020-10-30,2020-09-30,0.060362,0.133606,0.800583,0.736842,0.745187
sh.600219,2020-10-27,2020-09-30,0.025227,0.018188,0.119552,0.090909,0.119555
sh.600220,2020-10-30,2020-09-30,-0.074256,-0.048409,-0.955950,-1.120253,-1.119471
sh.600221,2020-10-31,2020-09-30,-0.316549,-0.109023,-24.153181,-26.827778,-26.541176
sh.600222,2020-10-31,2020-09-30,0.087499,0.154648,-0.098239,-0.086294,-0.103747
sh.600223,2020-10-27,2020-09-30,0.439724,0.075747,1.205691,1.277778,1.231107
sh.600225,2020-10-30,2020-09-30,-1.144565,-0.060733,-0.756280,-0.400000,-0.696218
sh.600226,2020-10-31,2020-09-30,-0.157511,-0.180735,-0.105563,-0.142857,-0.116038
sh.600227,2020-10-29,2020-09-30,0.006759,-0.025382,1.023673,1.024987,1.024948
sh.600228,2020-10-31,2020-09-30,-0.115820,-0.063636,1.538652,0.000000,-0.034191
sh.600229,2020-10-30,2020-09-30,0.070467,0.056018,-0.123562,-0.123958,-0.123818
sh.600230,2020-10-28,2020-09-30,-0.049927,0.279629,-6.679312,-4.444352,-4.443955
sh.600231,2020-10-31,2020-09-30,0.051958,0.112385,-0.002588,0.000000,-0.002588
sh.600232,2020-10-30,2020-09-30,-0.027468,-0.044801,0.219750,0.769231,0.773038
sh.600233,2020-10-28,2020-09-30,0.319513,0.190378,0.043602,-0.072161,0.006908
sh.600234,2020-10-30,2020-09-30,0.632732,0.470764,1.875533,2.295455,2.286174
sh.600235,2020-10-29,2020-09-30,0.038318,-0.022608,5.832410,5.789474,5.832410
sh.600236,2020-10-31,2020-09-30,0.010674,-0.025128,-0.144998,-0.153200,-0.151826
sh.600237,2020-10-28,2020-09-30,-0.100109,-0.058699,1.410007,1.252717,1.253505
sh.600238,2020-10-31,2020-09-30,-0.257867,-0.153608,0.733502,0.724138,0.732159
sh.600239,2020-10-27,2020-09-30,-0.737256,-0.092636,-0.058784,0.029412,0.022825
sh.600240,2020-10-30,2020-09-30,-0.777721,-0.264111,0.856514,0.856338,0.856532
sh.600241,2020-10-30,2020-09-30,-0.217176,-0.199241,0.160821,0.000000,-0.122690
sh.600242,2020-10-31,2020-09-30,-0.755746,-0.542660,-0.961918,-0.935484,-0.937661
sh.600243,2020-10-30,2020-09-30,-0.226747,-0.203042,0.974621,1.039542,1.039755
sh.600246,2020-10-31,2020-09-30,-0.024490,-0.088597,-0.788902,-0.806507,-0.809143
sh.600247,2020-10-31,2020-09-30,-3.901604,0.007722,-0.094950,-0.090000,-0.091131
sh.600248,2020-10-30,2020-09-30,0.035352,0.109478,-0.853162,-0.853339,-0.853162
sh.600249,2020-10-29,2020-09-30,0.181466,0.018213,6.955124,6.992958,7.006275
sh.600250,2020-10-30,2020-09-30,0.706481,0.383951,1.150293,0.750000,1.120447
sh.600251,2020-10-23,2020-09-30,0.129097,-0.064127,1.350755,0.521034,0.517479
sh.600252,2020-10-28,2020-09-30,0.065759,0.653241,-0.244904,-0.247441,-0.258112
sh.600255,2020-10-30,2020-09-30,-0.447018,-0.311640,3.351776,2.333333,2.253678
sh.600256,2020-10-29,2020-09-30,0.035833,0.019073,-0.462480,-0.406375,-0.406323
sh.600257,2020-10-31,2020-09-30,-0.108830,0.001298,0.062335,0.072727,0.069158
sh.600258,2020-10-30,2020-09-30,-0.049090,-0.028747,-1.783630,-1.773749,-1.771725
sh.600259,2020-10-31,2020-09-30,-0.025823,0.152625,-0.657600,-0.565217,-0.571657
sh.600260,2020-10-28,2020-09-30,0.062788,-0.148672,-0.373710,-0.371134,-0.372991
sh.600261,2020-10-27,2020-09-30,0.014203,-0.004145,-0.172229,-0.138889,-0.150618
sh.600262,2020-10-23,2020-09-30,0.034936,-0.009020,-0.033624,-0.037037,-0.033624
sh.600265,2020-10-28,2020-09-30,-0.164185,-0.101851,-1.296518,-1.200000,-1.269574
sh.600266,2020-10-31,2020-09-30,0.031987,0.132131,-0.603567,-0.589368,-0.529860
sh.600267,2020-10-29,2020-09-30,-0.105964,-0.134625,-0.593934,-0.726923,-0.727085
sh.600268,2020-10-30,2020-09-30,0.017728,-0.056239,1.179434,0.071429,0.076559
sh.600269,2020-10-30,2020-09-30,-0.006752,0.027399,-0.908989,-0.906977,-0.900783
sh.600271,2020-10-31,2020-09-30,0.035165,0.011387,-0.562827,-0.852459,-0.846091
sh.600272,2020-10-30,2020-09-30,0.002165,-0.032354,-0.658006,-0.666667,-0.613238
sh.600273,2020-10-28,2020-09-30,0.098379,0.105272,-0.097484,-0.088130,-0.096746
sh.600275,2020-10-30,2020-09-30,-0.175331,-0.082126,-0.314819,-0.315789,-0.314889
sh.600276,2020-10-20,2020-09-30,0.219972,0.253637,0.136462,0.142857,0.140218
sh.600277,2020-10-30,2020-09-30,0.009728,-0.054329,-0.698957,-0.714286,-0.704577
sh.600278,2020-10-30,2020-09-30,0.440836,1.002554,-0.065689,-0.041667,-0.018172
sh.600279,2020-10-31,2020-09-30,0.476872,0.330738,-0.525423,-0.697105,-0.520128
sh.600280,2020-10-30,2020-09-30,-0.397643,-0.086812,0.776203,0.740000,0.732280
sh.600281,2020-10-30,2020-09-30,0.207713,-0.331861,1.103090,1.103175,1.103090
sh.600282,2020-10-30,2020-09-30,0.381394,0.058742,-0.165776,-0.250000,-0.155168
sh.600283,2020-10-30,2020-09-30,0.064924,0.107978,1.766627,4.000000,3.882928
sh.600284,2020-10-30,2020-09-30,0.045468,0.201507,0.018171,0.016712,0.016465
sh.600285,2020-10-28,2020-09-30,0.023899,-0.020521,0.029644,0.057906,0.029606
sh.600287,2020-10-28,2020-09-30,0.136487,0.116729,-0.082753,-0.078074,-0.078055
sh.600288,2020-10-28,2020-09-30,0.042028,0.065365,-0.835895,-0.526823,-0.527017
sh.600289,2020-10-31,2020-09-30,1.616696,-0.122897,0.156744,0.155729,0.155722
sh.600290,2020-10-31,2020-09-30,-0.742504,-0.287453,-12.597620,-18.577465,-18.580290
sh.600291,2020-10-31,2020-09-30,-0.866608,-0.969419,-15.072982,-4.581301,-4.581402
sh.600292,2020-10-29,2020-09-30,0.023122,0.041906,-0.507011,-0.461538,-0.446682
sh.600293,2020-10-28,2020-09-30,-0.150309,-0.112529,-10.533717,-11.200000,-10.684118
sh.600295,2020-10-30,2020-09-30,0.109396,-0.070131,0.057952,-0.162500,-0.020097
sh.600297,2020-10-28,2020-09-30,0.067511,0.037184,-0.451197,-0.407407,-0.416028
sh.600298,2020-10-23,2020-09-30,0.151824,0.059864,0.530650,0.521040,0.521204
sh.600299,2020-10-30,2020-09-30,-0.009353,-0.079565,0.163298,0.366667,0.352528
sh.600300,2020-10-31,2020-09-30,0.057515,-0.145052,2.897131,2.333333,2.406680
sh.600301,2020-10-29,2020-09-30,0.061757,0.006671,-0.076398,-0.077612,-0.076398
sh.600302,2020-10-30,2020-09-30,-0.080458,0.127052,1.004281,1.015752,1.015644
sh.600303,2020-10-29,2020-09-30,0.032764,-0.126380,0.671047,0.692308,0.671735
sh.600305,2020-10-28,2020-09-30,0.058807,0.094990,-0.080594,-0.088387,-0.088461
sh.600306,2020-10-28,2020-09-30,-2.271999,-0.075429,-0.275442,-0.272727,-0.275044
sh.600307,2020-10-30,2020-09-30,0.029169,0.105841,-0.715561,-0.714000,-0.714040
sh.600308,2020-10-31,2020-09-30,0.067724,0.021574,-0.007036,0.021739,0.023896
sh.600309,2020-10-23,2020-09-30,0.089358,0.305774,-0.321290,-0.325397,-0.322829
sh.600310,2020-10-28,2020-09-30,0.032502,0.182651,-0.436110,-0.360192,-0.360273
sh.600311,2020-10-27,2020-09-30,-0.067348,0.099942,1.056481,1.059701,1.056481
sh.600312,2020-10-27,2020-09-30,0.015196,-0.054965,0.036563,-0.019563,-0.019111
sh.600313,2020-10-28,2020-09-30,0.016755,0.062533,-0.019436,0.514851,0.517117
sh.600315,2020-10-27,2020-09-30,0.020390,0.023460,-0.422464,-0.432099,-0.422464
sh.600316,2020-10-23,2020-09-30,0.035444,0.155166,1.172038,1.159030,1.158902
sh.600317,2020-10-29,2020-09-30,0.065029,-0.112810,0.097751,0.099768,0.100004
sh.600318,2020-10-24,2020-09-30,0.000621,0.003708,-0.073075,-0.250000,-0.247081
sh.600319,2020-10-24,2020-09-30,-0.205852,0.233800,-2.022468,-2.000000,-2.022468
sh.600320,2020-10-31,2020-09-30,-0.080162,0.058009,-0.309115,-0.217391,-0.210102
sh.600321,2020-10-31,2020-09-30,-0.056255,0.154108,-16.063946,-16.106061,-16.213492
sh.600322,2020-10-31,2020-09-30,-0.009969,-0.171636,-0.890043,-0.860465,-0.860473
sh.600323,2020-10-27,2020-09-30,0.129817,0.231387,0.055874,0.041667,0.044031
sh.600325,2020-10-31,2020-09-30,0.134144,0.370271,0.157717,-0.121951,0.014480
sh.600326,2020-10-30,2020-09-30,0.133300,0.329381,-0.264458,-0.284556,-0.277133
sh.600327,2020-10-27,2020-09-30,0.123076,0.332175,-0.398508,-0.400000,-0.398575
sh.600328,2020-10-28,2020-09-30,1.370910,1.125914,-0.676195,-0.706183,-0.663441
sh.600329,2020-10-31,2020-09-30,0.082882,0.060408,0.088057,0.068966,0.071307
sh.600330,2020-10-20,2020-09-30,0.193527,0.159920,1.308864,1.306122,1.269097
sh.600331,2020-10-31,2020-09-30,-0.126886,-0.075504,-5.095572,-5.090909,-5.093305
sh.600332,2020-10-29,2020-09-30,0.071068,0.068695,-0.161666,-0.158003,-0.158395
sh.600333,2020-10-31,2020-09-30,0.006859,0.018838,-0.054713,-0.071429,-0.063719
sh.600335,2020-10-29,2020-09-30,0.014291,-0.035200,-0.686643,-0.534239,-0.534123
sh.600336,2020-10-31,2020-09-30,0.079731,0.070846,0.242304,0.253663,0.253438
sh.600337,2020-10-30,2020-09-30,-0.071517,-0.056586,-0.946028,-0.900000,-0.928832
sh.600338,2020-10-29,2020-09-30,-0.100527,-0.134317,-0.859950,-0.859649,-0.859950
sh.600339,2020-10-30,2020-09-30,0.034039,0.076798,0.530865,0.525170,0.524526
sh.600340,2020-10-30,2020-09-30,0.159189,0.138051,-0.185885,-0.248980,-0.253038
sh.600343,2020-10-30,2020-09-30,-0.039694,-0.106683,-0.835593,-0.937143,-0.938132
sh.600345,2020-10-31,2020-09-30,0.025555,0.039384,-0.368827,-0.365385,-0.368741
sh.600346,2020-10-29,2020-09-30,0.349061,0.142723,0.455477,0.438776,0.451579
sh.600348,2020-10-30,2020-09-30,0.074656,0.121003,-0.286097,-0.303030,-0.314657
sh.600350,2020-10-30,2020-09-30,0.074709,0.220121,-0.348858,-0.378076,-0.379239
